                              DODANGASLANDA           
                              LAT:  7.57N    LON: 80.53E    ELEV:  165.0M
                              Precip, daily   
                              Millimeters         
Date,Precip
2011-01-03,1.6
2011-01-04,2.4
2011-01-05,.9
2011-01-06,2.0
2011-01-07,12.9
2011-01-08,92.3
2011-01-09,54.8
2011-01-10,21.6
2011-01-11,.0
2011-01-12,10.4
2011-01-13,6.1
2011-01-14,32.0
2011-01-15,.0
2011-01-16,1.9
2011-01-17,.0
2011-01-18,.0
2011-01-19,.0
2011-01-20,.0
2011-01-21,.0
2011-01-22,.0
2011-01-23,.0
2011-01-24,.0
2011-01-25,2.4
2011-01-26,2.5
2011-01-27,1.7
2011-01-28,4.1
2011-01-29,8.9
2011-01-30,4.2
2011-01-31,22.7
2011-02-01,-9.9
2011-02-02,-9.9
2011-02-03,-9.9
2011-02-04,-9.9
2011-02-05,-9.9
2011-02-06,-9.9
2011-02-07,-9.9
2011-02-08,-9.9
2011-02-09,-9.9
2011-02-10,-9.9
2011-02-11,-9.9
2011-02-12,-9.9
2011-02-13,-9.9
2011-02-14,-9.9
2011-02-15,-9.9
2011-02-16,-9.9
2011-02-17,-9.9
2011-02-18,-9.9
2011-02-19,-9.9
2011-02-20,-9.9
2011-02-21,-9.9
2011-02-22,-9.9
2011-02-23,-9.9
2011-02-24,-9.9
2011-02-25,-9.9
2011-02-26,-9.9
2011-02-27,-9.9
2011-02-28,-9.9
2011-03-01,-9.9
2011-03-02,-9.9
2011-03-03,-9.9
2011-03-04,-9.9
2011-03-05,-9.9
2011-03-06,-9.9
2011-03-07,-9.9
2011-03-08,-9.9
2011-03-09,-9.9
2011-03-10,-9.9
2011-03-11,-9.9
2011-03-12,-9.9
2011-03-13,-9.9
2011-03-14,-9.9
2011-03-15,-9.9
2011-03-16,-9.9
2011-03-17,-9.9
2011-03-18,-9.9
2011-03-19,-9.9
2011-03-20,-9.9
2011-03-21,-9.9
2011-03-22,-9.9
2011-03-23,-9.9
2011-03-24,-9.9
2011-03-25,-9.9
2011-03-26,-9.9
2011-03-27,-9.9
2011-03-28,-9.9
2011-03-29,-9.9
2011-03-30,-9.9
2011-03-31,-9.9
2011-04-01,.0
2011-04-02,.0
2011-04-03,.0
2011-04-04,.0
2011-04-05,.0
2011-04-06,.0
2011-04-07,.0
2011-04-08,23.4
2011-04-09,13.2
2011-04-10,.0
2011-04-11,.0
2011-04-12,.9
2011-04-13,6.5
2011-04-14,21.7
2011-04-15,.0
2011-04-16,.0
2011-04-17,38.3
2011-04-18,7.2
2011-04-19,3.7
2011-04-20,14.2
2011-04-21,4.2
2011-04-22,60.5
2011-04-23,33.2
2011-04-24,.0
2011-04-25,.0
2011-04-26,.6
2011-04-27,25.9
2011-04-28,52.2
2011-04-29,.0
2011-04-30,.0
2011-05-01,-9.9
2011-05-02,-9.9
2011-05-03,-9.9
2011-05-04,-9.9
2011-05-05,-9.9
2011-05-06,-9.9
2011-05-07,-9.9
2011-05-08,-9.9
2011-05-09,-9.9
2011-05-10,-9.9
2011-05-11,-9.9
2011-05-12,-9.9
2011-05-13,-9.9
2011-05-14,-9.9
2011-05-15,-9.9
2011-05-16,-9.9
2011-05-17,-9.9
2011-05-18,-9.9
2011-05-19,-9.9
2011-05-20,-9.9
2011-05-21,-9.9
2011-05-22,-9.9
2011-05-23,-9.9
2011-05-24,-9.9
2011-05-25,-9.9
2011-05-26,-9.9
2011-05-27,-9.9
2011-05-28,-9.9
2011-05-29,-9.9
